name,mass_x,semi_major_axis_x,temp_eq_x,star_luminosity_x,star_radius_x,star_teff_x,star_mass_x,radius_x,mass_y,semi_major_axis_y,temp_eq_y,star_luminosity_y,star_radius_y,star_teff_y,star_mass_y,radius_y
HD 17156 b,1015.4617590699859,0.1623,964.6344656820443,2.7881862840540403,1.508,6079.0,1.275,12.273833900377856,,,,,,,,
HD 183579 b,9.598417879159179,0.1334,766.186000564951,0.977635764024033,0.985,5788.0,1.031,3.5297080321725907,,,,,,,,
HD 189733 Ab,361.68872670473985,0.031,1197.9122638994052,0.32860999644485456,0.805,4875.0,0.8,12.755820071808218,,,,,,,,
HD 190622 b,7.69144743959113,0.1236,916.9733124094238,1.790866442673231,1.205,6088.0,1.044,3.087065383107822,,,,,,,,
HD 191939 b,9.852680604434918,0.078,910.8811658190328,0.6954940728145752,0.945,5427.0,0.81,3.39632116147442,,,,,,,,
HD 191939 c,7.2147048296991185,0.17,616.9991460715778,0.6954940728145752,0.945,5427.0,0.81,3.080227904861949,,,,,,,,
HD 191939 d,5.784477000023082,0.207,559.1442342549708,0.6954940728145752,0.945,5427.0,0.81,3.03987557423057,,,,,,,,
HD 202772 Ab,320.3710338474322,0.0519,2132.605423746377,9.241742909221742,2.614,6230.0,1.703,17.50842790172622,,,,,,,,
HD 20329 b,7.421293293985656,0.018,2138.030876629065,1.1242379467512895,1.13,5596.0,0.9,1.7194576441259937,,,,,,,,
HD 207496 Ab,6.102305406617756,0.0629,818.0476318085856,0.2863326776734929,0.769,4819.0,0.8,2.249642432699393,,,,,,,,
HD 207897 b,15.89142032973374,0.1164,632.7602649998727,0.3602797787516991,0.779,5071.0,0.801,2.5049830137501763,,,,,,,,
HD 209458 b,219.3016005503256,0.04747,1478.8360899029526,1.7896222193219866,1.203,6092.0,1.148,15.468393408695379,,,,,,,,
HD 213885 Ab,8.829273135200065,0.02012,2132.401011311088,1.3899168201475565,1.101,5978.0,1.068,1.745014120192534,,,,,,,,
HD 214823 Ab,5914.786646726898,3.08,233.60014017952187,4.629651047844861,2.04,5933.0,1.31,12.128117150875653,,,,,,,,
HD 21520 b,7.9139273242074015,0.1726,696.2660698707258,1.1626255121039661,1.044,5871.0,1.09,2.696992853671156,,,,,,,,
HD 219134 b,4.268435500566482,0.037,1039.0290242358392,0.26495462440402046,0.778,4699.0,0.794,1.5020034179457833,,,,,,,,
HD 219134 c,3.960141946169648,0.062,802.6619883596784,0.26495462440402046,0.778,4699.0,0.794,1.415021727473699,,,,,,,,
HD 219666 b,16.590642824242025,0.06356,1072.8757533635005,0.8888384586283544,1.03,5527.0,0.92,4.710013703140434,,,,,,,,
HD 221416 b,60.514528615626084,0.1228,1201.2010149843193,5.178761410136207,2.943,5080.0,1.212,9.370707891064736,,,,,,,,
HD 22946 b,2.60937121814228,0.05727,1348.6422406216302,1.7874077985200003,1.157,6210.0,1.104,1.3620032486163591,,,,,,,,
HD 22946 c,6.610830857169235,0.1017,1013.3020974467842,1.7874077985200003,1.157,6210.0,1.104,2.327993208008655,,,,,,,,
HD 260655 b,2.1389851763821612,0.02933,709.6079705070119,0.036193024096895676,0.439,3803.0,0.439,1.2397132688418182,,,,,,,,
HD 260655 c,3.089292112100239,0.04749,557.6596802244017,0.036193024096895676,0.439,3803.0,0.439,1.5330522945704834,,,,,,,,
HD 2685 b,375.03751978171624,0.0568,1724.1765378081889,4.734574274739244,1.57,6801.0,1.44,16.1409322525517,,,,,,,,
HD 3167 c,9.789114923115983,0.1841,584.8560550674661,0.6346016143171981,0.87,5528.0,0.94,2.8582900863893634,,,,,,,,
HD 332231 b,77.55013120910064,0.1436,875.6955015310015,2.0125942175930427,1.277,6089.0,1.127,9.718186293723836,,,,,,,,
HD 33632 Ab,16431.728620944687,24.1,62.63793335879749,1.4786828996861245,1.1,6074.0,1.1,10.87271130901052,,,,,,,,
HD 4113 Ac,10742.600142900006,50.438,42.79555801371603,1.0792393277603538,1.084,5655.45,1.0,16.253022059861088,,,,,,,,
HD 5278 Ab,7.786795961569533,0.12,944.2677809234726,1.8949873190318538,1.194,6203.0,1.126,2.4502831877831954,,,,,,,,
HD 60779 b,14.715455225333443,0.192,711.3074609649153,1.5648705856389735,1.129,6081.0,1.05,3.2494835138991234,,,,,,,,
HD 63935 b,10.488337417624269,0.083,907.0739819222403,0.7744339141074613,0.959,5534.0,0.933,2.9905560590144398,,,,,,,,
HD 63935 c,11.09221139015415,0.148,679.2832387020175,0.7744339141074613,0.959,5534.0,0.933,2.9031260093131186,,,,,,,,
HD 73583 Ab,10.20229185168906,0.0604,746.8246874681898,0.1874124920867107,0.71,4511.0,0.66,2.7899153039306377,,,,,,,,
HD 73583 Ac,9.598417879159179,0.1233,522.5469652359832,0.1874124920867107,0.71,4511.0,0.66,2.7305077060566627,,,,,,,,
HD 80606 b,1323.4692679008854,0.4603,511.73429067142547,0.8755853092262174,0.98,5645.0,0.98,11.567668114328718,,,,,,,,
HD 83342 b,127.51275672578353,0.2652,773.9026749245583,3.675211176517805,1.61,6303.91,1.24,9.740604255185714,,,,,,,,
HD 88986   b,17.194516796771907,0.58,463.95084832873346,2.512573974733409,1.54,5861.0,1.25,2.489514620341481,,,,,,,,
HD 89345 b,34.10298802760861,0.105,1080.1146308495736,2.439929661894386,1.657,5609.0,1.12,7.196165629262633,,,,,,,,
HD 95338 b,39.42979212213535,0.231,487.38760266036496,0.4900101324532278,0.86,5212.0,0.76,3.9803090575563256,,,,,,,,
HD 97334 C,15160.414994565988,2.85,172.91187906313453,1.19892689578529,1.048,5905.0,1.07,11.62371301798341,,,,,,,,
HD 97658 b,7.80904395003116,0.08,753.1633138228095,0.34182074977178545,0.73,5170.0,0.85,2.2470643671312773,,,,,,,,
HD 984 b,19387.532802275164,28.0,71.69703694857607,2.2358372484678015,1.247,6326.0,1.2,17.93436916950189,,,,,,,,
HIP 113103 b,5.91160836266095,0.06899,782.4941564827469,0.29200212871877634,0.742,4930.0,0.761,1.8289693858672647,,,,,,,,
HIP 113103 c,8.390669934099414,0.10479,634.9130524032388,0.29200212871877634,0.742,4930.0,0.761,2.3998427744939717,,,,,,,,
HIP 116454 Ab,11.8232167253219,0.098,666.8681105296901,0.30870692936211636,0.716,5089.0,0.775,2.533229645192142,,,,,,,,
HIP 41378 f,12.077479450597641,1.37,291.85497964374895,2.261327317221397,1.306,6199.0,1.245,9.202573180100655,,,,,,,,
HIP 65 Ab,1021.1826703886901,0.01782,1410.9817410229962,0.2090057878773128,0.7242,4590.0,0.781,22.75423088380552,,,,,,,,
HIP 94235 Ab,11.187559912132553,0.0787,1084.7303048050321,1.3490725919901436,1.08,5991.0,1.094,3.2080102851946504,,,,,,,,
HIP 97166 b,20.023189615464513,0.089,770.7003371548751,0.4580872301710488,0.836,5198.0,0.898,2.7394748906414135,,,,,,,,
K2-106 b,7.786795961569533,0.01314,2339.1230951510734,0.8583420256520974,0.98,5617.0,0.97,1.6759667988899514,,,,,,,,
K2-106 c,5.720911318704146,0.1091,815.1291077359886,0.8583420256520974,0.98,5617.0,0.97,2.840355717219862,,,,,,,,
K2-108 b,59.43391203320419,0.0581,1492.1072843590628,2.7331139286402726,1.76,5599.0,1.17,5.335474827926812,,,,,,,,
K2-110 b,16.685991346220426,0.1027,628.0906305940111,0.2717240149348639,0.71,4950.0,0.75,2.5556476066540195,,,,,,,,
K2-111 b,5.288664685735388,0.057,1306.8572545650638,1.560337370566104,1.25,5775.0,0.84,1.8158548784120663,,,,,,,,
K2-113 b,406.82036044118377,0.0642,1199.4801286330523,1.416770889892126,1.24,5660.0,1.04,12.139326131606591,,,,,,,,
K2-114 b,587.9825522001483,0.0954,721.7284603075457,0.4100618942568046,0.84,5044.0,0.89,10.670949655853624,,,,,,,,
K2-115 b,266.9758615395268,0.1367,693.753437132932,0.7120337658327707,0.88,5657.0,0.95,12.498013514996629,,,,,,,,
K2-124 b,10.488337417624269,0.049,486.05378518117226,0.02218158666562481,0.39,3570.0,0.39,2.9031260093131186,,,,,,,,
K2-132 b,155.73591923139065,0.0916,1593.0054460161948,8.586997915972612,4.11,4878.0,1.19,14.571674950220284,,,,,,,,
K2-138 b,3.114718384627813,0.0338,1337.414325991873,0.5554828101093088,0.86,5378.0,0.93,1.5692573023314154,,,,,,,,
K2-138 c,6.293002450574561,0.04454,1152.672699962487,0.5554828101093088,0.86,5378.0,0.93,2.5220206644612033,,,,,,,,
K2-138 d,7.9139273242074015,0.05883,1007.6546448642481,0.5554828101093088,0.86,5378.0,0.93,2.656528433232467,,,,,,,,
K2-138 e,12.999181829722199,0.07807,872.0355521493614,0.5554828101093088,0.86,5378.0,0.93,3.295440334895972,,,,,,,,
K2-138 g,4.29068348902811,0.231,500.5951451595885,0.5554828101093088,0.86,5378.0,0.93,3.0129740204763173,,,,,,,,
K2-139 Ab,121.0926229125711,0.1796,558.5877573789862,0.5214775964961527,0.893,5195.0,0.882,9.112901334253147,,,,,,,,
K2-140 b,295.58041813304754,0.0687,1046.20210255422,0.9321450851526268,0.99,5705.0,1.0,12.251415938915978,,,,,,,,
K2-146 b,5.771763863759294,0.027,571.844629259264,0.012836691429142313,0.33,3385.0,0.33,2.0512434737617786,,,,,,,,
K2-146 c,7.4943938275024315,0.034,508.8803808982831,0.012836691429142313,0.33,3385.0,0.33,2.1857512425330428,,,,,,,,
K2-182 b,20.023189615464513,0.0526,971.4997061094887,0.40893266917364224,0.8,5165.0,0.88,2.690155375425283,,,,,,,,
K2-18 b,8.921443373112522,0.1429,283.80796992841,0.021555383871604376,0.41,3457.0,0.36,2.3650949342280616,,,,,,,,
K2-199 b,6.896876423104443,0.0382,945.6793616564796,0.19376388464701796,0.68,4648.0,0.73,1.7295457267838383,,,,,,,,
K2-199 c,12.395307857192316,0.0662,718.4122994231659,0.19376388464701796,0.68,4648.0,0.73,2.8504437998777066,,,,,,,,
K2-19 b,32.386714631997364,0.074,893.7418486276056,0.5772803178883412,0.86,5430.0,0.93,7.7454056850786275,,,,,,,,
K2-19 c,12.49065637917072,0.0971,780.2222636607994,0.5772803178883412,0.86,5430.0,0.93,4.864697637227388,,,,,,,,
K2-216 b,7.999740993987965,0.028,1101.0891351894757,0.19136535286510553,0.72,4503.0,0.7,1.7486009940264342,,,,,,,,
K2-21 b,1.980070973084824,0.076,596.1467511292943,0.120535464640477,0.65,4222.06,0.68,1.8382728398739436,,,,,,,,
K2-21 c,4.961301426942874,0.107,504.62751908419557,0.120535464640477,0.65,4222.06,0.68,2.488393722268387,,,,,,,,
K2-222 b,5.689128478044679,0.1211,879.2483961941366,1.43668183831776,1.09,6058.0,1.0,2.4099308571518163,,,,,,,,
K2-229 b,2.5903015137465992,0.0131,1990.2813089743786,0.4471546875547806,0.79,5315.0,0.87,1.1433160345557454,,,,,,,,
K2-229 c,21.294503241843213,0.0769,821.4609865704903,0.4471546875547806,0.79,5315.0,0.87,2.028825512299901,,,,,,,,
K2-229 d,25.108444120979307,0.182,545.0939212697907,0.4471546875547806,0.79,5315.0,0.87,2.649803044793904,,,,,,,,
K2-232 Ab,126.49570582468057,0.10356,1001.7588668139238,1.7327522678653624,1.16,6154.0,1.19,11.20898073093868,,,,,,,,
K2-233 b,3.3054154285846176,0.03317,1127.4093204273704,0.2951717329465016,0.74,4950.0,0.8,1.401122591367335,,,,,,,,
K2-233 d,8.295321412121012,0.1527,525.4541641323718,0.2951717329465016,0.74,4950.0,0.8,2.6453194525015284,,,,,,,,
K2-236 b,27.01541456054736,0.1493,892.9516242567602,2.353361695092776,1.39,6069.0,1.17,5.761416095702482,,,,,,,,
K2-237 Ab,392.83591055101806,0.0353,1763.3708432272208,2.0006972338914086,1.236,6180.0,1.256,18.40514636020131,,,,,,,,
K2-238 b,273.3324296714203,0.046,1596.1045623409213,2.2804384654249206,1.59,5630.0,1.19,14.571674950220284,,,,,,,,
K2-24 b,18.99978214622966,0.1673,735.176525418684,1.3552911589211094,1.185,5726.0,1.091,5.638005217854848,,,,,,,,
K2-24 c,16.39994578028522,0.262,587.2680301367365,1.3552911589211094,1.185,5726.0,1.091,7.930353867139117,,,,,,,,
K2-260 Ab,451.3163373644382,0.0404,1985.7328364374462,4.21408545838878,1.69,6367.0,1.39,17.396338094416834,,,,,,,,
K2-261 b,70.87573467061247,0.102,1100.2342627242008,2.29750524920552,1.65,5537.0,1.1,9.527633621297879,,,,,,,,
K2-265 Ab,6.540908607718407,0.03376,1424.2042031537321,0.7759141016893447,0.98,5477.0,0.92,1.714974051833618,,,,,,,,
K2-266 Ac,0.2892238500011541,0.0679,691.5748288867462,0.17497266756439447,0.7337,4362.0,0.68,0.7061657860491369,,,,,,,,
K2-266 Ad,8.899195384650895,0.1035,560.180640657983,0.17497266756439447,0.7337,4362.0,0.68,2.9255439707749957,,,,,,,,
K2-266 Ae,14.299100012694419,0.1249,509.91462544305796,0.17497266756439447,0.7337,4362.0,0.68,2.734991298349038,,,,,,,,
K2-27 Bb,30.899277689134284,0.06702,928.0097253729593,0.5354832116929066,0.8925,5231.0,0.89,4.483592292375472,,,,,,,,
K2-280 b,37.09057504959855,0.1488,825.4563533796519,1.599054337517958,1.28,5742.0,1.11,7.666942819962058,,,,,,,,
K2-285 b,9.681053264873794,0.03817,1091.387181376142,0.3432551427945666,0.79,4975.0,0.83,2.589274548846835,,,,,,,,
K2-285 c,15.678475297315307,0.0824,742.8075728887353,0.3432551427945666,0.79,4975.0,0.83,3.5308289302456846,,,,,,,,
K2-285 d,6.499590914861099,0.1178,621.2512610904749,0.3432551427945666,0.79,4975.0,0.83,2.4771847415374486,,,,,,,,
K2-285 e,10.701282450042699,0.18041,502.00682926335924,0.3432551427945666,0.79,4975.0,0.83,1.9503626471833302,,,,,,,,
K2-287 b,100.11594807732256,0.1206,844.942477987923,1.0812671250636634,1.07,5695.0,1.06,9.33708094887192,,,,,,,,
K2-290 Ab,10.901514346197345,0.0923,1229.134247953569,3.2289254626932373,1.51,6302.0,1.19,3.06005173954626,,,,,,,,
K2-290 Ac,245.9991867042783,0.305,676.1612070203163,3.2289254626932373,1.51,6302.0,1.19,11.276234615324313,,,,,,,,
K2-291 b,6.4900560626632595,0.03261,1398.3575476676092,0.6751991076186198,0.9,5520.0,0.93,1.5916752637932925,,,,,,,,
K2-292 b,24.501391864383482,0.13,799.5346505385648,1.145896755499367,1.09,5725.0,1.0,2.63411047177059,,,,,,,,
K2-295 b,106.47251620921607,0.0451,844.2442222934417,0.17158637961276665,0.7,4444.0,0.74,10.054455715651997,,,,,,,,
K2-29 Ab,232.01473681411258,0.04217,1144.0139707837288,0.5047099812675375,0.817,5387.06,0.935,13.338687069817029,,,,,,,,
K2-30 b,184.0226474183167,0.04839,1089.9206283489334,0.5487165661270723,0.84,5425.0,0.9,11.646130979445289,,,,,,,,
K2-310 b,9.239271779707195,0.098,581.8408107720105,0.17908607796309545,0.673,4581.0,0.69,2.589274548846835,,,,,,,,
K2-314 b,8.749816033551397,0.047,1580.0762263603806,2.2823490772543247,1.71,5430.0,1.05,1.9503626471833302,,,,,,,,
K2-314 c,14.670959248410188,0.13,950.2243728090274,2.2823490772543247,1.71,5430.0,1.05,3.6698202913093243,,,,,,,,
K2-314 d,10.180043863227434,0.22,732.0744441941871,2.2823490772543247,1.71,5430.0,1.05,3.939956726924946,,,,,,,,
K2-31 Ab,563.827593298953,0.022,1761.0468173611619,0.7730121275301433,1.029,5340.0,0.922,11.881519574795002,,,,,,,,
K2-329 Ab,82.63538571461545,0.1016,724.9117218977289,0.472201924116008,0.822,5282.0,0.901,8.675751085746539,,,,,,,,
K2-32 Ab,14.937935109949715,0.08035,828.7664263001354,0.5055477448143777,0.84,5315.0,0.86,4.965578463805835,,,,,,,,
K2-32 Ac,8.104624368164206,0.1399,628.1998839406184,0.5055477448143777,0.84,5315.0,0.86,2.734991298349038,,,,,,,,
K2-32 Ad,6.706179379147638,0.1862,544.5305602645445,0.5055477448143777,0.84,5315.0,0.86,3.2730223734340944,,,,,,,,
K2-32 Ae,2.0976674835248534,0.04951,1055.9180547276617,0.5055477448143777,0.84,5315.0,0.86,1.0088082657844812,,,,,,,,
K2-34 b,565.7345637385212,0.0426,1702.0408421297823,2.529044351170205,1.44,6071.0,1.15,13.95518101001866,,,,,,,,
K2-36 Bb,3.8997545489166594,0.0223,1338.1428141261094,0.2647749713115418,0.754,4772.39,0.769,1.4347495335601512,,,,,,,,
K2-36 Bc,7.799509097833319,0.054,859.9199366181408,0.2647749713115418,0.754,4772.39,0.769,3.119459337420235,,,,,,,,
K2-370 b,11.09221139015415,0.0321,1444.1602424593798,0.7076021365508551,0.971,5377.0,0.984,2.5197788683150155,,,,,,,,
K2-38 b,19.069704395680485,0.04994,1321.4668950993782,1.2381817932900592,1.141,5705.0,1.054,1.905526724259576,,,,,,,,
K2-38 c,9.90035486542412,0.0964,949.5524950429541,1.2381817932900592,1.141,5705.0,1.054,2.421139837882755,,,,,,,,
K2-39 b,28.60455659352073,0.062,1629.0127572043066,4.495092769347867,2.97,4881.0,0.66,6.277029209325661,,,,,,,,
K2-3 b,6.480521210465419,0.0775,505.00468631600364,0.06486977277220055,0.56,3896.0,0.6,2.174542261802104,,,,,,,,
K2-3 c,2.1389851763821612,0.1405,375.06634595147204,0.06486977277220055,0.56,3896.0,0.6,1.8494818206048824,,,,,,,,
K2-3 d,2.800068262099085,0.2086,307.81452374944683,0.06486977277220055,0.56,3896.0,0.6,1.513212398676722,,,,,,,,
K2-415 b,2.860455659352073,0.027,412.81136509456206,0.0035139528321732586,0.1965,3173.0,0.1635,1.0149732051864977,,,,,,,,
K2-418 b,10.392988895645866,0.124,809.0271212535328,1.0645129535269324,1.0,5868.0,0.97,2.3303470939621516,,,,,,,,
K2-419 Ab,196.10012686891434,0.1208,378.7784513439033,0.04983665412130545,0.541,3711.0,0.562,10.547650867813298,,,,,,,,
K2-55 b,43.860320110065125,0.03486,915.2215997242682,0.14049224662570808,0.63,4456.0,0.7,3.8222624292500904,,,,,,,,
K2-60 b,135.39490120933146,0.045,1323.118499779962,1.0305696136802238,1.12,5500.0,0.97,7.65573383923112,,,,,,,,
K2-66 b,21.300859809975105,0.05983,1499.7748542400477,3.0074583072521754,1.67,5887.0,1.11,2.488393722268387,,,,,,,,
K2-99 b,276.51071373736704,0.153,1250.6607483869118,9.277383219081345,2.63,6217.0,1.63,11.724593844561861,,,,,,,,
kappa And b,5403.082912109471,78.9,103.05967597864378,78.4382207624203,2.29,11361.0,2.8,15.916752637932925,,,,,,,,
KELT-11 Ab,61.976539285961586,0.06229,1711.129466414812,5.523641459597534,2.72,5370.0,1.438,14.571674950220284,,,,,,,,
KELT-12 b,301.936986264941,0.0617,1396.231870287662,2.4024693426007024,1.291,6330.0,1.239,20.06407550838024,,,,,,,,
KELT-18 Ab,373.76620615533756,0.04573,2077.531972904136,6.469200422453775,1.908,6670.0,1.524,17.57568178611185,,,,,,,,
KELT-1 Ab,8654.467511572995,0.02472,2423.828599644529,3.5021938240355106,1.471,6516.0,1.335,12.890327840579483,,,,,,,,
KELT-22 Ab,1172.7868203343498,0.0248,1838.839407886462,1.1677124485826271,1.11,5700.0,1.05,13.450776877126417,,,,,,,,
KELT-2 Ab,472.29301219968676,0.05498,1723.4556295005902,4.352163645333295,1.842,6148.0,1.31,14.638928834605917,,,,,,,,
KELT-3 Ab,467.2077576941719,0.04117,1965.4869221028762,4.2004875944084,1.61,6518.0,1.34,15.132123986767219,,,,,,,,
KELT-4 Ab,286.0455659352073,0.04321,1827.1942849718791,3.45437326216276,1.61,6207.0,1.204,19.055267242595757,,,,,,,,
KELT-6 b,139.84449890165692,0.0747,1368.4485183994996,3.248102302536479,1.529,6272.0,1.126,12.666148225960708,,,,,,,,
KELT-8 b,277.7820273637458,0.04571,1677.344706391721,2.744750686312564,1.67,5754.0,1.211,20.848704159545946,,,,,,,,
Kepler-101 b,50.85254505514797,0.0474,1569.1434062159035,2.2534741320591336,1.56,5667.0,1.17,5.716580172778727,,,,,,,,
Kepler-101 c,3.178284065946748,0.0684,1305.0307916281097,2.2534741320591336,1.56,5667.0,1.17,1.2554058418651322,,,,,,,,
Kepler-102 e,8.899195384650895,0.117,603.309543359184,0.3011548368680285,0.76,4909.0,0.81,2.219378184725859,,,,,,,,
Kepler-103 b,9.852680604434918,0.133,930.8190108007537,2.1729692270635725,1.44,5845.0,1.09,3.373903200012543,,,,,,,,
Kepler-103 c,36.23243835179293,0.6679,414.37060391295967,2.1729692270635725,1.44,5845.0,1.09,5.144922155500854,,,,,,,,
Kepler-104 Ab,9.952478724105648,0.09286,1088.6315171360172,2.011121510527505,1.35,5921.0,1.08,2.379666609178282,,,,,,,,
Kepler-104 Ac,7.144305837638397,0.15088,854.0423471825892,2.011121510527505,1.35,5921.0,1.08,2.359490443862592,,,,,,,,
Kepler-107 b,3.5088256088052097,0.04544,1594.5966805292571,2.2168556073089754,1.45,5854.0,1.24,1.5356303601385994,,,,,,,,
Kepler-107 c,9.388651130806693,0.06064,1380.3538176778568,2.2168556073089754,1.45,5854.0,1.24,1.5916752637932925,,,,,,,,
Kepler-107 e,8.6004366824519,0.12639,956.1227680303275,2.2168556073089754,1.45,5854.0,1.24,2.9031260093131186,,,,,,,,
Kepler-10 b,3.238671463199736,0.01685,2184.0673544053893,1.0708733682101925,1.06,5708.0,0.91,1.469497373826061,,,,,,,,
Kepler-10 c,17.2,0.241,578.595650226477,1.0708733682101925,1.06,5708.0,0.91,2.355006851570217,,,,,,,,
Kepler-117 b,29.87587021989943,0.1445,990.1922712808016,3.3292219167954378,1.61,6150.0,1.13,8.059257145544912,,,,,,,,
Kepler-117 c,584.8042681342016,0.2804,710.7044151103058,3.3292219167954378,1.61,6150.0,1.13,12.341087784763488,,,,,,,,
Kepler-11 b,1.9069704395680487,0.091,932.2279894678758,1.0375009591229136,1.06,5663.0,0.96,1.8046458976811277,,,,,,,,
Kepler-11 d,7.31005335167752,0.155,714.1144344539691,1.0375009591229136,1.06,5663.0,0.96,3.1160966432009536,,,,,,,,
Kepler-11 e,7.94571016486687,0.195,636.6830737316872,1.0375009591229136,1.06,5663.0,0.96,4.192158793371067,,,,,,,,
Kepler-11 g,25.108444120979307,0.466,413.0239520727758,1.0375009591229136,1.06,5663.0,0.96,3.329067277088788,,,,,,,,
Kepler-1229 Ab,2.5394489686914516,0.3006,249.67334345985645,0.05830744340206575,0.5658,3774.0,0.559,1.3394731973471723,,,,,,,,
Kepler-12 b,137.30187164889952,0.0553,1483.5594603675145,2.45983351605413,1.48,5947.0,1.17,19.660552202066444,,,,,,,,
Kepler-138 b,0.06674396538488171,0.0746,449.8156170080096,0.03783320306762837,0.44,3841.0,0.52,0.526822094354118,,,,,,,,
Kepler-13 Ab,2949.4476131985816,0.03641,2550.1107374226053,9.30968029376953,1.74,7650.0,1.72,16.947978865179284,,,,,,,,
Kepler-1513 Ab,48.309917802390565,0.5416,355.0131053767956,0.7366200153045039,0.95,5491.0,0.943,8.594037616217996,,,,,,,,
Kepler-1514 b,1678.133986819883,0.753,396.4326653518703,2.1303820751136175,1.29,6145.0,1.2,12.41955064988006,,,,,,,,
Kepler-15 b,209.76674835248537,0.05714,1107.4447764422018,0.8140348276519693,0.99,5515.0,1.02,10.760621501701133,,,,,,,,
Kepler-1647 (AB)b,483.09917802390567,2.7205,243.00242604833332,4.278218806601232,1.79,6210.0,2.1885,11.881519574795002,,,,,,,,
Kepler-1654 b,158.9142032973374,2.026,207.78280498050748,1.2268056630906334,1.18,5597.0,1.01,9.18015521863878,,,,,,,,
Kepler-1655 b,4.999440835734235,0.103,937.4911068511279,1.3608191573309036,1.03,6148.0,1.03,2.2081692039949203,,,,,,,,
Kepler-1656 b,47.80139235183909,0.1974,759.0212057279962,1.1719188342345195,1.1,5731.0,1.03,5.021623367460529,,,,,,,,
Kepler-1657 b,613.4088247277223,0.534,390.4780036975405,0.9558884519613426,0.96,5830.0,1.01,11.096890923629294,,,,,,,,
Kepler-1659 b,9.00090047476119,0.112293,761.0692303156052,0.7024754337877539,0.97,5370.0,1.02,1.905526724259576,,,,,,,,
Kepler-1659 c,4.598977043424944,0.14728,664.5569498615545,0.7024754337877539,0.97,5370.0,1.02,1.905526724259576,,,,,,,,
Kepler-167 Ae,1271.3136263786992,1.883,148.6051233541857,0.2865871979944924,0.749,4884.0,0.777,10.15982013452282,,,,,,,,
Kepler-16 (AB)b,105.83685939602671,0.7048,206.07228501346614,0.14875010708331474,0.65,4450.0,0.8499,8.449329674981577,,,,,,,,
Kepler-1704 b,1322.1661714338472,2.027,320.4159039736228,2.8184913162051908,1.697,5746.0,1.132,11.948773459180634,,,,,,,,
Kepler-1705 b,4.468667396721127,0.08,862.9389132710389,0.5890076347243404,0.768,5775.0,0.838,2.0299464103729954,,,,,,,,
Kepler-1705 c,5.418974332439205,0.0416,1196.6352959474686,0.5890076347243404,0.768,5775.0,0.838,2.0501225756886847,,,,,,,,
Kepler-1708 b,1462.0106703355038,1.64,250.4218405455791,1.6098058098050991,1.117,6157.0,1.088,9.960300277512111,,,,,,,,
Kepler-1710 Ab,3.4951589873216387,0.1157,753.5263127603297,0.7166675582433959,0.91,5572.0,0.983,2.5870327527006474,,,,,,,,
Kepler-17 b,778.6795961569533,0.02591,1774.613493229054,1.1055566607904161,1.05,5781.0,1.16,14.683764757529673,,,,,,,,
Kepler-18 b,6.992224945082845,0.0447,1284.3658074226855,0.9028743715731545,1.11,5345.0,0.97,1.9951985701070851,,,,,,,,
Kepler-18 c,17.16273395611244,0.0752,990.2242927020073,0.9028743715731545,1.11,5345.0,0.97,5.492400558159954,,,,,,,,
Kepler-18 d,16.527077142923087,0.1172,793.1926677040669,0.9028743715731545,1.11,5345.0,0.97,6.983194995374798,,,,,,,,
Kepler-1973 Ab,17.28986531875031,0.0504,1030.5001492799574,0.47223806963222253,0.818,5295.0,0.928,4.304248600680453,,,,,,,,
Kepler-197 Ac,5.403082912109472,0.0883,1065.0969974956051,1.660891179746477,1.2094,5963.52,1.093,1.3079759614932347,,,,,,,,
Kepler-19 b,8.400204786297254,0.085,851.8903434219534,0.6273072671646559,0.86,5544.0,0.94,2.219378184725859,,,,,,,,
Kepler-20 Ab,9.52309254679624,0.045862,1184.5841570572018,0.687434743439607,0.9164,5495.0,0.929,2.0069679998745706,,,,,,,,
Kepler-20 Ac,11.09221139015415,0.094,830.0178813587513,0.687434743439607,0.9164,5495.0,0.929,2.879587149778147,,,,,,,,
Kepler-20 Ad,12.946104485820888,0.349,429.36913420571074,0.687434743439607,0.9164,5495.0,0.929,2.4919805961022874,,,,,,,,
Kepler-21 Ab,6.680753106620064,0.0434281,2012.148130580569,5.13277135632225,1.902,6305.0,1.408,1.6499619635941738,,,,,,,,
Kepler-223 b,7.399045305524028,0.073,1365.404834721833,3.066363557964912,1.72,5829.0,1.12,2.992797855160628,,,,,,,,
Kepler-223 c,5.10114592584453,0.088,1246.1939679193367,3.066363557964912,1.72,5829.0,1.12,3.4411570843981747,,,,,,,,
Kepler-22 b,9.0898924286077,0.812,279.1533713705875,0.664876381945846,0.869,5596.0,0.857,2.0960793966855333,,,,,,,,
Kepler-25 Ab,10.810297593504673,0.06944,1381.4990576346459,2.9166029362897135,1.477,6212.0,1.19,2.7040545115316474,,,,,,,,
Kepler-25 Ac,24.09298236190932,0.1116,1089.7450758638322,2.9166029362897135,1.477,6212.0,1.19,4.627067245731487,,,,,,,,
Kepler-289 b,7.31005335167752,0.21,630.3499911291585,1.1558402646256034,1.0,5990.0,1.08,2.1521243003402266,,,,,,,,
Kepler-289 c,133.4879307697634,0.51,404.46617882479575,1.1558402646256034,1.0,5990.0,1.08,11.590086075790596,,,,,,,,
