name,mass,semi_major_axis,temp_eq,star_luminosity,star_radius,star_teff,star_mass,radius
OGLE-TR-182 b,336.8981109903553,0.051,1414.224205120001,1.7361089373005807,1.25,5924.0,1.08,16.47720167447986
OGLE-TR-56 b,413.17692857307725,0.0225,2234.5206836444318,2.106037540997109,1.32,6050.0,1.17,13.450776877126417
PZ Tel b,8581.36697805622,27.0,57.14746071389342,1.1082079160857616,1.23,5338.0,1.13,27.125733368871607
Qatar-10 b,233.92170725368064,0.0286,1955.3937896753662,1.995411856753717,1.254,6124.0,1.156,17.194576441259937
tau Boo Ab,1837.0481901172204,0.046,1737.466867395567,3.2073853199754945,1.426,6466.27,1.32,11.881519574795002
TIC 365102760 b,19.196835758318358,0.0622,1668.2494148789567,4.56955735843438,3.23,4694.0,1.21,6.20977532494003
TOI-1052 Ab,16.9084712308367,0.09103,1108.9070304210582,2.056653452529704,1.264,6146.0,1.204,2.8694990671203024
TOI-1064 c,2.510844412097931,0.09429,634.0435328779961,0.23882676893520743,0.726,4734.0,0.748,2.651036032674307
TOI-1135 b,20.430009975905698,0.082,1111.0033046161257,1.7052420240472093,1.16,6122.0,1.125,8.967184584750944
TOI-1136 b,3.4961124725414225,0.05106,1211.562921888345,0.937024,0.968,5770.0,1.022,1.905526724259576
TOI-1136 f,8.21904259453829,0.174,656.2550434653481,0.937024,0.968,5770.0,1.022,3.8805491290509715
TOI-1136 g,12.077479450597641,0.229,572.158002940622,0.937024,0.968,5770.0,1.022,2.52986695097286
TOI-1221 b,1112.3994230813619,0.39,441.061262768489,0.9390628655081433,0.993,5700.0,1.03,2.9098513977516816
TOI-1238 b,3.759910050015003,0.0139,1283.9869078601823,0.08484400809342321,0.58,4089.0,0.59,1.2094490208682835
TOI-1273 b,70.5579062640178,0.0549,1206.081875486693,1.0625699837656817,1.06,5690.0,1.06,11.096890923629294
TOI-1278 b,5879.8255220014835,0.095,449.91168733973,0.061699716074400994,0.573,3799.0,0.55,12.217788996723163
TOI-1408 b,593.0678067056632,0.05778,1517.8505493756336,2.9568788509392,1.53,6117.0,1.31,24.996027029993257
TOI-1448 b,19.514664164913032,0.0567,433.3888450695654,0.01765631346638238,0.38,3412.0,0.37,2.749562973299258
TOI-1452 Ab,4.821456928041217,0.061,326.09501807016125,0.007021014690280923,0.275,3185.0,0.249,1.672043655634123
TOI-1470 c,7.240131102226692,0.106,389.97876710916586,0.03755517293074145,0.469,3709.0,0.471,2.470459353098885
TOI-1518 b,581.6259840682549,0.03712,2551.3786017424363,9.742208289151213,1.95,7300.0,1.79,21.050465812702843
TOI-1670 b,13.793752846208886,0.103,1121.9026439583502,2.264379331138059,1.316,6170.0,1.21,2.0602106583465294
TOI-1695 b,5.784477000023082,0.033548,696.6107003035074,0.044002260391692485,0.53,3630.0,0.54,1.905526724259576
TOI-1696 Ab,56.79593625846839,0.0235,527.7646494427598,0.007149249751979442,0.2775,3185.0,0.255,3.240516329314373
TOI-1710 Ab,18.40226474183167,0.164,666.5603430309023,0.8706570455768529,0.968,5665.0,0.984,5.150526645866324
TOI-1749 Ab,19.069704395680485,0.0291,835.445632303852,0.0688232899492442,0.55,3985.0,0.58,1.3899136106363963
TOI-1749 Ac,2.0976674835248534,0.0443,677.0858928287888,0.0688232899492442,0.55,3985.0,0.58,2.1196182562205044
TOI-1749 Ad,4.29068348902811,0.0707,535.9761654668199,0.0688232899492442,0.55,3985.0,0.58,2.5197788683150155
TOI-1751 b,17.099168274793502,0.2115,699.7424745107206,1.7279786721614958,1.17,6116.0,1.15,2.7899153039306377
TOI-1759 Ab,6.8015279011260406,0.1176,439.59872051900186,0.08617948181396229,0.6,4036.0,0.61,3.06005173954626
TOI-179 Ab,24.091393219876352,0.0476,1019.1081743224718,0.3835155423769476,0.798,5083.0,0.807,2.7305077060566627
TOI-1836 Ac,7.94571016486687,0.03089,2217.90715913114,3.852767695078774,1.611,6369.0,1.29,2.600483529577774
TOI-2031 Ab,254.26272527573985,0.066,1357.0377143643673,2.465012339165807,1.241,6490.0,1.174,14.201778586099307
TOI-2120 b,6.8015279011260406,0.0377,390.1156536634627,0.0052042863775157615,0.245,3131.0,0.21,2.121972142174002
TOI-2136 b,4.703860417601187,0.054,404.62152371793786,0.013010091881194017,0.34,3342.0,0.34,2.090474906320064
TOI-216 b,17.734825087982856,0.1293,586.6529167953104,0.3261239045378097,0.747,5045.0,0.77,7.690481679497029
TOI-2202 b,310.83618164959194,0.09564,714.8593003300559,0.3982369855552708,0.794,5144.0,0.823,11.20898073093868
TOI-2257 b,5.689128478044679,0.145,250.93043820034427,0.012077971642362602,0.311,3430.0,0.33,2.1940458882739375
TOI-2285 b,19.514664164913032,0.1363,314.27803924833455,0.02884908901585103,0.464,3491.0,0.454,1.7396338094416832
TOI-2295 b,278.09985577034047,0.199,757.6064270158743,2.051914872741126,1.451,5733.0,1.17,16.47720167447986
TOI-2322 b,2.3106125159432858,0.0924,601.9838617911629,0.18708841395261075,0.662,4664.0,0.703,0.9940124112196421
TOI-2322 c,18.084436335236994,0.1362,495.82940684870596,0.18708841395261075,0.662,4664.0,0.703,1.874029488405638
TOI-2338 b,1900.6138714361555,0.158,748.7882974311049,0.9649913836761845,1.05,5581.0,0.99,11.20898073093868
TOI-2382 b,235.19302088005935,0.059,1425.691441251941,2.39977071451553,1.417,6033.0,1.26,12.251415938915978
TOI-238 c,6.706179379147638,0.0749,788.7182185106759,0.3379668650767078,0.75,5080.0,0.788,2.1801467521675733
TOI-2406 b,9.0898924286077,0.0228,448.8517985846539,0.003399744357091851,0.202,3100.0,0.162,2.9401156457252156
TOI-2458 b,13.31065366818498,0.0482,1516.7786810326659,2.0440742003922003,1.32,6005.0,1.05,2.830267634562017
TOI-251 b,317.8284065946748,0.05741,1109.7760536792257,0.8342189442032446,0.881,5875.0,1.036,2.7394748906414135
TOI-2525 c,208.81326313270134,0.249,437.67602276300045,0.3749330615794292,0.785,5096.0,0.849,10.132918580768568
TOI-2583 Ab,79.4571016486687,0.0571,1455.792184873664,2.443617952426132,1.477,5936.0,1.215,14.459585142910898
TOI-260 b,9.41089911926832,0.0943,492.54460622614033,0.0873311565626518,0.607,4026.0,0.616,1.6297857982784842
TOI-2818 b,225.6581686822191,0.0493,1377.3925428251077,1.4597830083158352,1.229,5721.0,0.977,15.277840736269422
TOI-286 c,3.718592357157695,0.213,473.56265326835813,0.38074354007644834,0.78,5132.0,0.83,1.8797460685784166
TOI-2876 b,54.03082912109472,0.0654,928.633960058035,0.5307589174848105,0.873,5271.0,0.939,9.639723428607265
TOI-2986 b,96.61983560478113,0.04489,1623.0455181524867,2.333380509126344,1.458,5906.0,1.122,9.292245025948166
TOI-3135 b,327.36325879251507,0.04756,1292.5453359517376,1.0534899272099087,0.985,5890.0,1.044,13.652538530283312
TOI-3261 b,30.289047148472505,0.01714,1719.959974041267,0.4290012451606125,0.849,5068.0,0.86,3.820020633103902
TOI-3540 Ab,375.03751978171624,0.04289,1499.0999528314755,1.550236687405116,1.228,5810.0,1.081,23.53885953497123
TOI-3682 Ab,69.2865926376391,0.048,1653.3537710748594,2.8728251356318593,1.735,5703.0,1.32,12.800655994731972
TOI-3688 Ab,311.4718384627813,0.0456,1533.110063249232,1.9168431568235775,1.302,5950.0,1.2,13.080880513005441
TOI-3785 b,14.950648246213502,0.043,588.9012269404241,0.03688304738527373,0.5,3576.0,0.52,5.140438563208479
TOI-396 Ab,3.550143301662517,0.0489,1566.015561746333,2.2892133192092476,1.31,6201.0,1.145,1.9951985701070851
TOI-396 Ac,0.8899195384650894,0.0687,1311.7416578332038,2.2892133192092476,1.31,6201.0,1.145,1.9795059970837712
TOI-3980 b,187.51875989085812,0.0494,1615.633840241144,2.774528679455353,1.626,5840.0,1.24,14.459585142910898
TOI-4145 Ab,136.66621483571015,0.04823,1074.7004142218225,0.5177829493794678,0.859,5281.0,0.905,13.305060127624214
TOI-4504 b,9.852680604434918,0.0339,1335.151755923596,0.6093761848988689,0.92,5315.0,0.89,2.690155375425283
TOI-4507 b,29.87587021989943,0.449,457.499101915989,1.4718843029557276,1.039,6235.0,1.15,8.219545569997335
TOI-4641 b,1229.9959335213914,0.173,988.9763765985558,4.764387403669373,1.72,6500.0,1.42,8.182555933585236
TOI-469 b,5.91160836266095,0.107,778.7929647770121,0.7027796706218363,1.0,5283.0,0.91,3.4803885169564603
TOI-4940 b,88.99195384650895,0.165,704.6275318201749,1.1198758461572493,1.163,5504.0,1.012,6.602089650522882
TOI-5218 b,253.94489686914517,0.0469,792.5083973968628,0.14478538731958518,0.708,4230.0,0.739,9.8526940624951
TOI-5300 b,190.69704395680486,0.0295,1043.4698222744512,0.17215798156977363,0.65,4610.0,0.67,9.863903043226038
TOI-5340 b,270.15414560547356,0.0628,1339.2053715045363,2.116759774729182,1.35,5990.0,1.842,15.076079083112525
TOI-5592 b,285.72773752861264,0.03935,1790.2804838366862,2.654222576773342,1.393,6240.0,1.194,17.14974051833618
TOI-5616 b,254.8983820889292,0.0272,939.0540376423628,0.09599833519975624,0.646,3996.0,0.666,10.771830482432073
TOI-5634 Ab,183.06916219853267,0.0272,837.0755828549579,0.06061220171111403,0.54,3896.0,0.556,10.345889214656403
TOI-564 Ab,464.9829588480092,0.02734,1686.201368155767,1.0057029098880728,1.04,5666.0,1.1,11.433160345557454
TOI-5713 b,4.29068348902811,0.06,349.4460611934534,0.008695694912932853,0.2985,3225.0,0.2653,1.7698980574152179
TOI-5800 b,10.806165824218944,0.0345,1144.9138132844046,0.3142427338262055,0.8,4830.0,0.79,2.6800672927674385
TOI-6002 b,3.8139408791360974,0.05722,300.2503025735272,0.004389867994348131,0.21,3241.0,0.24,1.6499619635941738
TOI-603 b,47.51534678590388,0.1281,1020.9857625930038,2.9024702451078186,1.629,5900.75,1.072,7.930353867139117
TOI-6158 b,135.07707280273678,0.03275,637.6381098532086,0.02953425494333249,0.476,3467.0,0.503,10.424352079772973
TOI-620 b,15.414677719841727,0.04825,606.4593717227064,0.051591841328904674,0.55,3708.0,0.577,3.7594921371568333
TOI-6255 b,1.439762681873877,0.0054,1365.4957542799348,0.01691657709218033,0.37,3421.0,0.353,1.0789764851601573
TOI-6883 Ac,113.46474115429889,0.079,1050.4911760866844,1.1679911146348703,1.086,5756.0,1.082,8.877512738903436
TOI-700 b,1.2903833307743797,0.0677,418.26264354816243,0.02334061547877505,0.42,3480.0,0.416,0.91398028880074
TOI-700 c,2.510844412097931,0.0929,357.0104548288643,0.02334061547877505,0.42,3480.0,0.416,2.600483529577774
TOI-700 d,2.4154958901195283,0.1633,269.17823497693064,0.02334061547877505,0.42,3480.0,0.416,1.0730357253727598
TOI-7041 b,114.41822637408292,0.091,1521.5608189762086,7.400411895421643,4.1,4700.0,1.07,11.433160345557454
TOI-712 b,5.593779956066276,0.07928,678.4635921630395,0.18704078004211608,0.674,4622.0,0.732,2.049001677615591
TOI-712 c,8.708498340694089,0.2447,370.2609579916568,0.18704078004211608,0.674,4622.0,0.732,2.7013643561562217
TOI-712 d,7.500750395634324,0.3405,313.77959426089956,0.18704078004211608,0.674,4622.0,0.732,2.4740462269327854
TOI-7166 b,6.3883509725529635,0.0503,329.05752945539814,0.004949790947834115,0.245,3092.0,0.221,2.3897546918361265
TOI-776 c,6.896876423104443,0.1,415.26256549125776,0.04941839450523288,0.538,3709.0,0.544,2.0501225756886847
TOI-782 b,19.101487236339956,0.0578,436.3854961254548,0.0198479864225332,0.413,3370.0,0.397,2.7339824900832537
TOI-836 c,9.598417879159179,0.075,654.1043418548019,0.171296721728899,0.665,4552.0,0.678,2.5870327527006474
TOI-942 b,826.0360287395598,0.04796,1033.9235721412306,0.4386070944947353,0.893,4969.0,0.88,4.809773631645788
TOI-942 c,794.8888448932817,0.0847,778.0120417062691,0.4386070944947353,0.893,4969.0,0.88,5.790559445602922
TRAPPIST-1 b,0.858136697805622,0.01111,400.5983577170662,0.000530430309306159,0.117,2560.0,0.08,1.0860381430206487
TRAPPIST-1 c,1.3793752846208887,0.01521,342.3746387165875,0.000530430309306159,0.117,2560.0,0.08,1.0559980746617332
TRAPPIST-1 d,0.4131769285730772,0.02144,288.3724741044083,0.000530430309306159,0.117,2560.0,0.08,0.7722987723616751
TRAPPIST-1 e,0.6356568131893496,0.02817,251.57885007454576,0.000530430309306159,0.117,2560.0,0.08,0.9180155218638779
TRAPPIST-1 f,0.667439653848817,0.0371,219.22226883392196,0.000530430309306159,0.117,2560.0,0.08,1.0450132735454132
TRAPPIST-1 g,1.3412358758295275,0.0451,198.82827296371437,0.000530430309306159,0.117,2560.0,0.08,1.1265025634593375
WASP-100 Ab,645.1916653871898,0.0457,2022.8357481330443,5.834967430339242,1.774,6733.0,1.44,18.94317743528637
WASP-113 Ab,150.9684931324705,0.05885,1484.6305097299492,2.807566264680133,1.608,5890.0,1.318,15.793453849892602
WASP-119 b,390.92894011145,0.0363,1567.1190315323531,1.323893441653682,1.2,5650.0,1.02,15.692573023314152
WASP-126 b,90.29505031354711,0.0449,1493.5783127995699,1.6467063625789222,1.27,5800.0,1.12,10.760621501701133
WASP-128 b,11820.038441255954,0.0359,1625.284070398907,1.5006159853287253,1.152,5950.0,1.155,10.502814944889545
WASP-132 c,6.261219609915093,0.01833,1453.078083428624,0.24994490924655982,0.758,4686.0,0.789,1.840962995249369
WASP-137 Ab,216.44114489097356,0.0519,1662.6315339361527,3.400822582745818,1.65,6100.0,1.216,14.235405528292125
WASP-140 Ab,775.5013120910064,0.0323,1316.7322096779067,0.5227309675024295,0.87,5260.0,0.9,16.1409322525517
WASP-147 b,87.40281181353558,0.0549,1402.7828670522579,1.947466774014335,1.429,5702.0,1.044,12.498013514996629
WASP-158 b,886.7412543991427,0.0517,1587.702584344339,2.8341396702027217,1.39,6350.0,1.38,11.993609382104388
WASP-165 b,209.13109153929602,0.04823,1626.3130941281756,2.7152805876802923,1.75,5599.0,1.248,14.123315720982738
WASP-168 Ab,133.4879307697634,0.0519,1344.032840778269,1.4666881875033524,1.12,6000.0,1.08,16.813471096408023
WASP-169 b,178.30173609961258,0.0681,1601.057714042122,5.084938790873276,2.011,6110.0,1.337,14.61651087314404
WASP-178 b,448.1380532984914,0.0558,2366.937537580819,16.30719043576346,1.801,8640.0,1.93,21.74542261802104
WASP-195 b,33.054154285846174,0.063,1520.3972380290816,3.538937908768299,1.578,6300.0,1.3,10.312262272463586
WASP-34 b,184.34047582491135,0.0545,1135.6116087622106,0.8236867258908972,0.93,5700.0,1.01,14.123315720982738
WASP-44 b,282.5494534626659,0.03473,1347.7769923769326,0.6641180378361285,0.927,5410.0,0.951,12.778238033270094
WASP-45 Ab,320.0532054408375,0.04054,1196.6591031451899,0.56235795165349,0.945,5140.0,0.909,13.00241764788887
WASP-55 Ab,193.8753280227516,0.0533,1286.5745430197007,1.298846384615772,1.09,5900.0,1.11,14.907944372148446
WASP-58 Ab,282.8672818692606,0.0561,1277.2408250018136,1.3975921258195092,1.17,5800.0,0.94,15.356303601385994
WASP-59 Ab,274.28591489120436,0.0697,665.8029262810767,0.15850008810858587,0.613,4650.0,0.719,8.686960066477477
WASP-60 b,163.36380098966285,0.0531,1318.2278254710727,1.4207396359285052,1.14,5900.0,1.078,9.639723428607265
WASP-67 b,133.4879307697634,0.0517,1028.6106017468144,0.49928512461566293,0.87,5200.0,0.87,15.692573023314152
WASP-72 Ab,459.57987593589974,0.03711,2357.1175617921085,7.09263604093027,2.66,5773.47,1.03,14.235405528292125
WASP-95 b,383.3010583531778,0.0312,1633.8177779483945,1.1574099557861157,1.13,5630.0,1.11,12.307460842570672
WTS-1 b,1274.4919104446458,0.047,1492.6531680411472,1.82059144424599,1.15,6250.0,1.2,16.701381289098634
XO-6 b,1420.6929774781963,0.0742,1652.6438535317334,6.853121911089418,1.93,6720.0,1.47,24.323488186136935
